"BIOMEDICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","",""
"Advanced Independent Study","999
057","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"B M E
207","Dept. Total","520","3.447","36.5","27.1","16.5","6.2","1.5","0.4","",".","10.4","",".","1.0","",".","0.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","13","3.824","61.5","30.8","7.7",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","84","3.555","36.9","46.4","14.3","2.4",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","285","3.335","35.8","27.0","22.1","10.2","2.5","0.4","",".",".","",".","2.1","",".",".","",".",".",".","."
"Undergraduates","","383","3.389","37.1","31.3","19.8","8.1","1.8","0.3","",".",".","",".","1.6","",".",".","",".",".",".","."
"Special","","4","4.000","25.0",".",".",".",".",".","",".","50.0","",".","25.0","",".",".","",".",".",".","."
"Graduate","","156","3.643","30.1","13.5","6.4","0.6","0.6","0.6","",".","33.3","",".","13.5","",".","1.3","",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","Dept. Total","544","3.447","34.9","25.9","15.8","5.9","1.5","0.4","",".","10.1","",".","5.1","",".","0.4","",".",".",".","."
