"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUMAN ONCOLOGY","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","",""
"410
Radiobiology","001","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","015","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","036","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Ind Stdy-Hum Cancer Bio","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"922","002","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","003","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","004","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","005","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","006","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","008","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","009","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","041","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Radiation Oncology-CSC","Course Total","11","3.708","45.5","54.5","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
