"Rsch in Fam Med-Wingra FMC","910
014","","1","***","","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Individualized 4th Yr Clerk","919
008","","1","***","","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clrk Fam&Comm Med-Native Am","926
044","","1","***","","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clrkshp Family Med-St Lukes","930
043","","1","***","","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FAM MED
370","Dept. Total","","31","4.000","29.0","",".","",".","",".","",".","",".","",".","",".","",".","71.0","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","1","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","3","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","5","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","","16","",".","",".","",".","",".","",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Prof Yr 2","","","5","",".","",".","",".","",".","",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","",".","",".","",".","",".","",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Prof Yr 4","","","4","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","26","4.000","15.4","",".","",".","",".","",".","",".","",".","",".","",".","84.6","",".","",".","",".",".",".","."
"","Dept. Total","","31","4.000","29.0","",".","",".","",".","",".","",".","",".","",".","",".","71.0","",".","",".","",".",".",".","."
