"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NUTRITIONAL SCIENCES","Section","# 
Ave","A","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades
GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Micronutr-Human Phys & Disease","715
001","29
3.862","72.4","","27.6","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Advanced Nutrition Assessment","720
001","24
3.896","83.3","","12.5","","4.2",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Advanced Community Nutrition","725
001","22
3.886","86.4","","4.5","","9.1",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Grant Writing for Research","745
001","4
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special Topics","875
002","25
3.740","64.0","","20.0","","16.0",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Smr-Human&Clinicl Nutrition","881
001","6
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Seminar-Nutrition","931
001","19
3.938","36.8","","5.3","",".",".","",".","",".","",".",".","",".",".","",".","57.9","",".",".",".","."
"","991
007","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","991
008","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","991
011","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","991
015","1",".","",".","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".","100.0","."
"","991
016","3",".","",".","",".",".","",".","",".","",".",".","",".",".","",".","100.0","",".",".",".","."
"","991
065","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","991
073","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","991
074","3",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","991
075","2",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","991
076","5",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","991
080","2",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","991
084","1",".","",".","",".",".","",".","",".","",".",".","",".",".","",".","100.0","",".",".",".","."
"","991
085","1",".","",".","",".",".","",".","",".","",".",".","",".",".","",".","100.0","",".",".",".","."
"","991
086","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","991
087","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","991
088","2",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","991
090","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Research Nutrition","Course Total","28",".","",".","",".",".","",".","",".","",".","78.6","",".",".","",".","17.9","",".",".","3.6","."
