"1224
TERM:","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2021-2022","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"ANESTHESIOLOGY","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","",""
"ANESTHES
148","106
Dept. Total","4.000","6.6",".",".",".",".",".",".","93.4",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","",""
"Junior","2","***","","","","","","","","","",".",".",".","",".  
.  
.  
."
