"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACY PRACTICE","Section","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","","","","","",""
"Pharm Practice Experience I","426","001","131","3.893","80.9","16.8","2.3",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Develop & Engagement I","462","001","132","",".",".",".",".",".","",".",".",".","",".","100.0","",".","",".",".",".",".","."
"Prof Develop & Engagement III","464","001","97","",".",".",".",".",".","",".",".",".","",".","100.0","",".","",".",".",".",".","."
"Prof Develop & Engagement IV","465","001","122","",".",".",".",".",".","",".",".",".","",".","100.0","",".","",".",".",".",".","."
"Interprof Collab Pract in HIV","467","001","18","",".",".",".",".",".","",".",".",".","",".","100.0","",".","",".",".",".",".","."
"Intro to Pharmacy Informatics","468","001","20","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Equity in Healthcare","469","001","8","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Expl Pharm Peer Mentor Seminar","471","001","9","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","490","004","5","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","490","008","19","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","490","016","33","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Select Topics-Pharmacy Prac","","Course Total","57","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Phm Prac Experiences II","526","001","2","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Pharmacotherapy Skills II","554","001","97","3.881","77.3","21.6","1.0",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Pharmacotherapy II","556","001","97","3.474","41.2","29.9","17.5","9.3","1.0","",".","1.0",".","",".",".","",".","",".",".",".",".","."
"Drug Literature Evaluation","570","001","97","3.297","18.6","37.1","29.9","11.3","2.1","",".",".",".","",".",".","",".","",".","1.0",".",".","."
"Radiopharmaceuticals","612","001","12","3.909","75.0","16.7",".",".",".","",".",".","8.3","",".",".","",".","",".",".",".",".","."
"Hlth Sys Pharm Analysis & Inf","617","001","14","3.846","64.3","28.6",".",".",".","",".",".",".","",".",".","",".","",".",".","7.1",".","."
"Intro - Phm Prac Experience VI","626","056","122","3.951","92.6","4.9","2.5",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Practice Innovation II","629","001","15","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Comprehnsv Immunizatn Delivery","650","001","2","3.500",".","50.0",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","50.0"
"Pharmacotherapy Skills IV","654","001","122","3.832","72.1","22.1","5.7",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Pharmacotherapy IV","656","001","124","2.819","4.8","24.2","25.0","25.0","20.2","",".","0.8",".","",".",".","",".","",".",".",".",".","."
"Sem Pediatric Pharmacotherapy","657","001","25","3.688","40.0","52.0","4.0",".",".","",".",".",".","",".",".","",".","",".",".",".","4.0","."
"Infect Dis Pharm Acute Care","659","001","31","3.823","83.9","6.5","3.2","3.2","3.2","",".",".",".","",".",".","",".","",".",".",".",".","."
"Seminars in Critical Care","668","001","24","3.979","95.8","4.2",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Seminars in Mental Health Care","674","001","19","3.947","89.5","10.5",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Seminars in Oncology","678","002","19","3.944","84.2","10.5",".",".",".","",".",".","5.3","",".",".","",".","",".",".",".",".","."
"Advanced Diabetes Management","679","001","12","3.958","91.7","8.3",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","014","2","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","015","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","018","3","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","022","4","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","025","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","053","5","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","054","3","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","056","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","057","2","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","067","4","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
