"1224
TERM:","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2021-2022","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","",""
"PHARMACEUTICAL SCIENCES","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","",""
"PHM SCI
718","1131
Dept. Total","3.604","52.5","16.4","12.6","4.6","1.5","0.8","0.3","5.1",".","5.3",".","0.4","0.4",".  
0.1
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","",""
"Freshmen","4","***","","","","","","","","","",".",".",".","",".  
.  
.  
."
