"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"ANTHROPOLOGY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","","","","",""
"Archaeology & Prehist World","102","001","150","3.483","48.7","21.3","19.3","4.0","4.0","0.7","1.3",".","",".",".","",".","",".",".",".","0.7","."
"","104","001","466","3.778","77.7","13.9","3.0","2.4","1.1","0.4","1.3",".","",".",".","",".","",".","0.2",".",".","."
"","104","002","469","3.816","80.0","13.2","2.3","1.7","1.5","0.4","0.6",".","",".",".","",".","",".","0.2",".",".","."
"Cult Anthro&Human Diversity","","Course Total","935","3.797","78.8","13.6","2.7","2.0","1.3","0.4","1.0",".","",".",".","",".","",".","0.2",".",".","."
"","105","001","291","3.484","45.0","23.4","19.9","5.8","4.1","0.3","0.3",".","",".",".","",".","",".",".",".",".","1.0"
"","105","002","289","3.288","39.1","18.3","23.5","8.7","6.2","2.4","1.4",".","",".",".","",".","",".",".",".",".","0.3"
"Principles - Biological Anthro","","Course Total","580","3.386","42.1","20.9","21.7","7.2","5.2","1.4","0.9",".","",".",".","",".","",".",".",".",".","0.7"
"Principles of Archaeology","212","001","74","3.604","68.9","2.7","13.5","4.1","6.8","1.4",".","2.7","",".",".","",".","",".",".",".",".","."
"Latin America-Introduction","260","001","5","3.500","40.0","20.0","40.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Intro to Culture and Health","265","001","86","3.188","15.1","36.0","29.1","10.5","7.0","1.2",".",".","",".",".","",".","",".","1.2",".",".","."
"Africa: Introductory Survey","277","001","16","3.094","12.5","62.5","6.3","6.3",".","6.3","6.3",".","",".",".","",".","",".",".",".",".","."
"The Origins of Civilization","322","001","50","3.948","90.0","4.0",".","2.0",".",".",".","4.0","",".",".","",".","",".",".",".",".","."
"Topics in Ethnology","330","001","19","3.765","47.4","42.1",".",".",".",".",".",".","",".",".","",".","",".",".",".","10.5","."
"Arch of Warfare & Hum Nature","339","001","37","3.985","86.5","2.7",".",".",".",".",".","5.4","",".",".","",".","",".",".","2.7",".","2.7"
"Advanced Quechua","364","001","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Second Semester Yucatec Maya","377","001","3","3.667","33.3","66.7",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Evolutionary Biology","410","001","21","3.119","42.9","9.5","14.3","4.8","23.8","4.8",".",".","",".",".","",".","",".",".",".",".","."
"Anthropology by Women","443","001","22","3.417","22.7","27.3","27.3","4.5",".",".",".","18.2","",".",".","",".","",".",".",".",".","."
"Undergraduate Seminar","490","001","18","3.306","66.7",".","16.7","5.6",".",".","11.1",".","",".",".","",".","",".",".",".",".","."
"Psychological Anthropology","545","001","34","3.357","17.6","14.7","26.5",".","2.9",".",".","29.4","",".",".","",".","",".","5.9","2.9",".","."
"","682","044","1","",".",".",".",".",".",".",".",".","",".",".","",".","",".","100.0",".",".","."
"","682","068","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","682","075","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior Honors Thesis","","Course Total","3","4.000","66.7",".",".",".",".",".",".",".","",".",".","",".","",".","33.3",".",".","."
"Senior Thesis","692","075","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Archaeologic Meth-Curation","696","078","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","028","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","075","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","085","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Directed Study","","Course Total","5","3.893","80.0","20.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Fund Anthropological Theory","900","001","6","4.000","50.0",".",".",".",".",".",".",".","",".",".","",".","",".","50.0",".",".","."
"Smr:Probs-Cultural Anthro","940","001","14","4.000","92.9",".",".",".",".",".",".","7.1","",".",".","",".","",".",".",".",".","."
"Smr-Archaeological Problems","942","001","5","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","990","027","6","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
"","990","028","3","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
"","990","035","1","",".",".",".",".",".",".",".",".","",".",".","",".","100.0","",".",".",".","."
"","990","041","2","",".",".",".",".",".",".",".",".","",".",".","",".","100.0","",".",".",".","."
"","990","044","3","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
"","990","051","1","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
"","990","066","2","",".",".",".",".",".",".",".",".","",".",".","",".","100.0","",".",".",".","."
