"BUS","","","","","","","","","","","","","","","","","","","","",""
"RISK MANAGEMENT AND INSUR Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","",""
"R M I
Dept. Total
241","445","3.445","52.6","13.0","19.1","5.6","5.8","2.5","",".","0.7","",".",".","",".","0.4","0.2",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","29","2.914","27.6","6.9","27.6","17.2","10.3","10.3","",".",".","",".",".","",".",".",".",".",".","."
"Junior","76","3.251","40.8","11.8","28.9","5.3","6.6","5.3","",".",".","",".",".","",".",".","1.3",".",".","."
"Senior","263","3.479","53.6","16.0","17.9","4.6","6.5","1.5","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","368","3.386","48.9","14.4","20.9","5.7","6.8","3.0","",".",".","",".",".","",".",".","0.3",".",".","."
"Special","7","3.000","14.3","14.3","42.9","14.3","14.3",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","68","3.814","75.0","5.9","7.4","4.4",".",".","",".","4.4","",".",".","",".","2.9",".",".",".","."
"Prof Yr 3","2","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","2","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","445","3.445","52.6","13.0","19.1","5.6","5.8","2.5","",".","0.7","",".",".","",".","0.4","0.2",".",".","."
