"1224
TERM:","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2021-2022","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"MEDICAL PHYSICS","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","",""
"MED PHYS
621","238
Dept. Total","3.590","42.4","16.0","12.6","2.1","0.4",".",".","13.0",".",".",".","10.5","0.8",".  
2.1
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","",""
"Freshmen","1","***","","","","","","","","","",".",".",".","",".  
.  
.  
."
