"1224
TERM:","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2021-2022","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","",""
"PHY THER
745","565
Dept. Total","3.717","46.4","21.6","4.2",".",".",".",".","0.2",".","27.1",".",".","",".  
.  
0.2
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","",""
"Senior","3","***","","","","","","","","","",".",".",".","",".  
.  
33.3
."
