"Spring 2021-2022","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"MEDICAL GENETICS","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","",""
"Eukaryotic Molecular Biology","620
001
3","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Public Health Genomics","636
001
2","3.000","50.0",".",".",".","50.0",".",".",".",".",".",".",".","",".  
.  
.  
."
"Cancer Genetics","662
001
5","3.500","40.0","20.0","40.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Methods&Logic-Genetic Analysis","708
001
2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Modern Clinical Genetics","911
005
9","",".",".",".",".",".",".",".","100.0",".",".",".",".","",".  
.  
.  
."
"MD GENET
616","21
Dept. Total","3.563","28.6","9.5","14.3",".","4.8",".",".","42.9",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","",""
"Senior","8","3.450","37.5","25.0","25.0",".","12.5",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","8","3.450","37.5","25.0","25.0",".","12.5",".",".",".",".",".",".",".","",".  
.  
.  
."
"Graduate","4","***","","","","","","","","","",".",".",".","",".  
.  
.  
."
