"1224
TERM:","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2021-2022","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"EMERGENCY MEDICINE","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"330
EMER MED","","","","","","","","","","","","","","","",""
"EMER MED
330","91
Dept. Total","4.000","2.2",".",".",".",".",".",".","97.8",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"330
EMER MED","","","","","","","","","","","","","","","",""
"Senior","1","***","","","","","","","","","",".",".",".","",".  
.  
.  
."
