"1224
TERM:","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2021-2022","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"PHARMACOLOGY","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","",""
"PHMCOL-M
724","103
Dept. Total","3.795","55.3","5.8","3.9","1.0",".",".",".","27.2",".",".",".","2.9","1.0",".  
2.9
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","",""
"Senior","3","***","","","","","","","","","",".",".",".","",".  
.  
.  
."
