"1224
TERM:","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2021-2022","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"RADIOLOGY","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","",""
"RADIOL
832","191
Dept. Total","",".",".",".",".",".",".",".","100.0",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","",""
"Prof Yr 3","27","",".",".",".",".",".",".",".","100.0",".",".",".",".","",".  
.  
.  
."
