"1224
TERM:","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2021-2022","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","",""
"BIOMEDICAL ENGINEERING","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","",""
"B M E
207","1121
Dept. Total","3.723","58.4","18.9","8.7","1.6","0.4",".",".","7.3",".","3.9",".","0.7","0.1",".  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","",""
"Freshmen","1","***","","","","","","","","","",".",".",".","",".  
.  
.  
."
