"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROLOGICAL SURGERY","Section","#","","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678
NEURSURG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","699
001","","3","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","699
002","","1","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","699
005","","10","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","699
006","","6","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","699
012","","7","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","699
013","","6","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","699
014","","1","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","699
015","","3","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","699
016","","1","",".","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","100.0","."
"","699
017","","2","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Neurosurg-Directed Study","Course Total","","40","4.000","97.5","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","2.5","."
"","919
004","","1","",".","",".","",".",".","",".","",".","",".","100.0","","",".",".","",".","",".","",".",".",".","."
"","919
009","","1","",".","",".","",".",".","",".","",".","",".","100.0","","",".",".","",".","",".","",".",".",".","."
"","919
042","","1","",".","",".","",".",".","",".","",".","",".","100.0","","",".",".","",".","",".","",".",".",".","."
"Neurosurg Indiv Clin Elective","Course Total","","3","",".","",".","",".",".","",".","",".","",".","100.0","","",".",".","",".","",".","",".",".",".","."
"","921
003","","1","",".","",".","",".",".","",".","",".","",".","100.0","","",".",".","",".","",".","",".",".",".","."
"","921
004","","1","",".","",".","",".",".","",".","",".","",".","100.0","","",".",".","",".","",".","",".",".",".","."
"","921
005","","2","",".","",".","",".",".","",".","",".","",".","100.0","","",".",".","",".","",".","",".",".",".","."
"","921
006","","1","",".","",".","",".",".","",".","",".","",".","100.0","","",".",".","",".","",".","",".",".",".","."
"Inpatient Neuro ICU Elective","Course Total","","5","",".","",".","",".",".","",".","",".","",".","100.0","","",".",".","",".","",".","",".",".",".","."
