"PHYSICIAN ASSISTANT PROGRA Section","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Clinical Medicine II","602
001","59","3.661","45.8","40.7","13.6",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Pediatrics","603
001","55","3.464","32.7","34.5","25.5","7.3","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Clin Prev & Community Prac II","611
001","59","",".",".",".",".","",".","",".","",".","",".","",".","100.0","",".","",".",".",".",".","."
"Professional Seminar III","618
001","55","",".",".",".",".","",".","",".","",".","",".","",".","100.0","",".","",".",".",".",".","."
"Adv Patient Eval-Prim Care II","621
001","55","3.973","96.4","1.8","1.8",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Clinical Pharmacology II","641
001","59","3.576","40.7","39.0","15.3","5.1","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Emergency Medicine","648
001","55","3.673","47.3","40.0","12.7",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Diagnostic Methods II","651
001","59","3.449","30.5","39.0","20.3","10.2","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Clinical Skills Laboratory","660
001","55","",".",".",".",".","",".","",".","",".","",".","",".","100.0","",".","",".",".",".",".","."
"","699
002","9","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","699
004","6","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Independent Study","Course Total","15","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Profess'l Smnr & Capstone II","718
001","55","",".",".",".",".","",".","",".","",".","",".","",".","100.0","",".","",".",".",".",".","."
"Phy Asst Preceptor: Surgery","729
001","12","3.958","91.7","8.3",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Phy Asst Precptrshp: Fam Med","739
001","12","3.818","58.3","33.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","8.3",".",".","."
"Phy Asst Precptrshp: Int Med","749
001","14","3.893","85.7","7.1","7.1",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Phys Asst Precptrshp: Emrg Med","759
001","19","3.750","47.4","47.4",".",".","",".","",".","",".","",".","",".",".","",".","",".","5.3",".",".","."
"Phy Asst Preceptorship:Electve","769
001","52","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"PHY ASST
750","Dept. Total","690","3.759","39.4","18.4","7.5","1.9","",".","",".","",".","",".","",".","32.5","",".","",".","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","486","3.594","32.3","22.0","10.5","2.7","",".","",".","",".","",".","",".","32.5","",".","",".",".",".",".","."
"Prof Yr 2","","204","3.919","56.4","9.8","0.5",".","",".","",".","",".","",".","",".","32.4","",".","",".","1.0",".",".","."
"Professionals","","690","3.759","39.4","18.4","7.5","1.9","",".","",".","",".","",".","",".","32.5","",".","",".","0.3",".",".","."
"","Dept. Total","690","3.759","39.4","18.4","7.5","1.9","",".","",".","",".","",".","",".","32.5","",".","",".","0.3",".",".","."
