"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ECONOMICS","Section","","#","","Ave","A","AB","B","BC","","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","702","003","","14","3.536","42.9","21.4","35.7","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","702","004","","3","3.000",".",".","100.0","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Macroeconomics I","","Course Total","","124","3.419","33.9","29.8","29.0","","3.2","1.6","0.8","","0.8",".","",".",".","",".","",".","","0.8",".",".","."
"Econometrics I","704","002","","27","3.500","40.7","25.9","29.6","",".","3.7",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Econometrics II","705","001","","76","3.493","36.8","30.3","31.6","",".",".","1.3","",".",".","",".",".","",".","",".","",".",".",".","."
"","708","001","","49","3.510","34.7","38.8","20.4","","6.1",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","708","002","","29","3.448","34.5","34.5","24.1","",".","6.9",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Microeconomics II","","Course Total","","78","3.487","34.6","37.2","21.8","","3.8","2.6",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Econ Stats & Econometrics 2","710","001","","32","3.547","34.4","40.6","25.0","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Thry: Microeconomics Seqnce","713","001","","39","3.577","35.9","43.6","20.5","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Thry: Macroeconomics Seqnce","714","001","","29","3.534","44.8","17.2","37.9","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Econometric Methods","716","001","","6","4.000","100.0",".",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Applied Econometrics","717","001","","27","3.904","77.8","18.5",".","",".",".",".","",".","3.7","",".",".","",".","",".","",".",".",".","."
"","724","002","","16","3.781","56.3","43.8",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","724","003","","2","3.750","50.0","50.0",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Financial Econometrics","","Course Total","","18","3.778","55.6","44.4",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Int'l Financial Econ","730","001","","27","3.538","40.7","29.6","22.2","",".","3.7",".","",".","3.7","",".",".","",".","",".","",".",".",".","."
"Regional Econ Prob Analysis","734","001","","2","3.500",".","100.0",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Monetary & Financial Theory","735","001","","8","4.000","100.0",".",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Public Finance & Fiscal Pol","742","001","","14","4.000","100.0",".",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Institutn Aspect-Labor Econ","751","001","","10","4.000","100.0",".",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Empir Anal-Ind Org&Pub Pol","762","001","","13","4.000","100.0",".",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Adv Macroeconomic Theory","810","001","","6","4.000","100.0",".",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Adv International Economics","872","001","","5","4.000","100.0",".",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","899","001","","15","4.000","100.0",".",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","899","002","","7","4.000","100.0",".",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Recent Advances-Economics","","Course Total","","22","4.000","100.0",".",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Workshop in Economic Theory","902","001","","8","4.000","100.0",".",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Wrkshp-Industrl Organizatn","904","001","","18","4.000","100.0",".",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Workshop in Econometrics","914","001","","5","4.000","100.0",".",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Workshop in Labor Economics","956","001","","30","4.000","100.0",".",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Quantitatve Macro-Econ Anal","966","001","","24","4.000","100.0",".",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Workshop - Public Economics","969","001","","25","",".",".",".","",".",".",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Wrkshp-Internatl Economics","978","001","","4","4.000","100.0",".",".","",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","990","008","","1","",".",".",".","",".",".",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","990","011","","1","",".",".",".","",".",".",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","990","012","","1","",".",".",".","",".",".",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","990","013","","2","",".",".",".","",".",".",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Thesis","","Course Total","","5","",".",".",".","",".",".",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
