"","990
288","1","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
300","1","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
301","1","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","20","",".",".",".",".",".","",".","",".","70.0",".",".",".","15.0","",".",".","15.0","."
"MEDICINE
632","Dept. Total","307","3.691","68.1","13.0","10.1","0.7","0.7","",".","",".","4.6",".",".",".","1.0","",".",".","1.0","1.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","8","4.000","100.0",".",".",".",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Junior","","32","3.909","93.8",".","3.1",".","3.1","",".","",".",".",".",".",".",".","",".",".",".","."
"Senior","","47","3.939","95.7",".","2.1","2.1",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Undergraduates","","87","3.933","95.4",".","2.3","1.1","1.1","",".","",".",".",".",".",".",".","",".",".",".","."
"Special","","2","4.000","100.0",".",".",".",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Graduate","","20","4.000","5.0",".",".",".",".","",".","",".","70.0",".",".",".","10.0","",".",".","15.0","."
"Prof Yr 2","","6","3.778","50.0","33.3",".",".",".","",".","",".",".",".",".",".",".","",".",".",".","16.7"
"Prof Yr 3","","62","3.402","32.3","19.4","40.3","1.6","1.6","",".","",".",".",".",".",".","1.6","",".",".",".","3.2"
"Prof Yr 4","","130","3.850","76.9","20.0","3.1",".",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Professionals","","198","3.629","62.1","20.2","14.6","0.5","0.5","",".","",".",".",".",".",".","0.5","",".",".",".","1.5"
"","Dept. Total","307","3.691","68.1","13.0","10.1","0.7","0.7","",".","",".","4.6",".",".",".","1.0","",".",".","1.0","1.0"
