"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - MED SCH","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","","","","","",""
"","699
034","6","4.000","100.0",".",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".","."
"","699
039","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
041","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","Course Total","8","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Integrated Cardiovascular Sys","706
001","178","3.351","31.5","20.8","38.8","4.5","4.5",".","",".",".",".","",".",".","",".","",".",".",".","."
"Integrated Renal System","709
001","180","3.344","30.0","21.7","41.1","3.9","2.8",".","","0.6",".",".","",".",".","",".","",".",".",".","."
"Integrated Respiratory System","715
001","179","3.308","27.9","19.0","43.0","3.9","5.0",".","",".",".",".","",".",".","",".","","1.1",".",".","."
"Foundations of Medicine 1","751
001","176","3.457","40.3","14.8","40.3","3.4","0.6",".","",".",".",".","",".",".","",".","",".",".",".","0.6"
"Foundations of Medicine 2","755
001","179","3.344","30.2","15.6","48.0","5.0","1.1",".","",".",".",".","",".",".","",".","",".",".",".","."
"Patient, Doctor & Society 1","800
001","174","",".",".",".",".",".",".","",".","100.0",".","",".",".","",".","",".",".",".","."
"Patient, Doctor & Society 3","806
001","180","3.811","65.0","32.8","1.7","0.6",".",".","",".",".",".","",".",".","",".","",".",".",".","."
"MED SC-M
622","Dept. Total","1254","3.428","32.7","17.8","30.3","3.0","2.0","",".","0.1","13.9","",".",".","",".","",".","0.2",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","2","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","2","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","177","3.350",".","1.1","0.6",".",".","",".",".","98.3","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","1066","3.429","38.3","20.4","35.1","3.6","2.3","",".","0.1",".","",".",".","",".","",".","0.2",".",".","0.1"
"Prof Yr 3","","8","3.173",".","37.5","62.5",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1252","3.427","32.6","17.8","30.4","3.0","2.0","",".","0.1","13.9","",".",".","",".","",".","0.2",".",".","0.1"
"","Dept. Total","1254","3.428","32.7","17.8","30.3","3.0","2.0","",".","0.1","13.9","",".",".","",".","",".","0.2",".",".","0.1"
