"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Health Care: Intrdis Appr","105
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Neural Basis-Norm&Path Mov","713
001","","18","3.611","38.9","44.4","16.7",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"THER SCI
939","Dept. Total","","20","3.638","45.0","40.0","15.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","4","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","16","3.563","31.3","50.0","18.8",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","20","3.638","45.0","40.0","15.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
