"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"PEDIATRICS","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","",""
"950","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"950","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"950","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Ped Endocr/DiabetesClrk-CSC","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"953","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"953","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clin Genetics Clerk-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"956","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Hematol-Oncology Clerk-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"966","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"966","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"966","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"966","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Sports Med-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"967
Pediatric Pulmonary Clrk-CSC","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","001","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","070","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","201","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","202","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","203","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","7","4.000","14.3","",".","",".",".","",".","",".","",".","71.4",".",".",".","14.3",".",".",".","."
