"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACEUTICAL SCIENCES","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"990","086","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","089","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","091","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","177","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","38","",".","",".","",".",".","",".","",".","",".","81.6",".",".",".","13.2",".",".","5.3","."
"999","021","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","049","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","082","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","085","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","086","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","090","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","13","4.000","100.0","",".","",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
