"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"100
Intro to Nursing Profession","001","","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"105
Health Care: Intrdis Appr","001","","182","3.849","76.9","17.6","4.4","0.5","0.5",".",".",".",".",".",".",".",".",".",".","."
"212
Hum Response-Hlth & Illness I","001","","152","3.280","12.5","46.1","32.9","5.9","1.3","0.7","0.7",".",".",".",".",".",".",".",".","."
"219
Clinical Nursing I","001","","152","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"299","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","083","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","3","***","","","","","","","","","","","","","","","",""
"301
Hlth Hist&Patient Assessmnt","001","","152","3.845","71.7","25.7","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"310
Mntl Hlth&Illness:Implcatn/Nur","001","","148","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"322
Community Health Nursing","001","","83","3.952","91.6","7.2","1.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"419
Clin III-Com Hlth Nurs Prac","001","","63","3.984","96.8","3.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"422
Adv Concepts-Nurs Practice","001","","66","3.333","10.6","51.5","31.8","6.1",".",".",".",".",".",".",".",".",".",".",".","."
"433
Essentials-Gerontol Nursing","001","","149","3.718","59.7","26.2","12.8","0.7","0.7",".",".",".",".",".",".",".",".",".",".","."
"449
Persons&Family/Complx Needs","001","","66","3.970","97.0","1.5",".","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"470","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"470","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"470","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"School Nursing and Comm Hlth","Course Total","","7","3.219","28.6","28.6","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"510
Culturally Congruent Practice","001","","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"590","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"590","002","","18","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemp Practices-Nursing","Course Total","","28","3.932","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"680
Honors Seminar","001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"681","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","16","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"698
Directed Study in Nursing","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
