"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGR","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","","",""
"Clinical Medicine I","601
001","","42","3.321","4.8","57.1","35.7","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"","610
001","","35","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","610
002","","28","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinic Prevnt & Commnty Prac I","Course Total","","63","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","617
001","","36","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","617
002","","30","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Professional Seminar II","Course Total","","66","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Advanced Patient Evaluation I","620
001","","46","3.609","26.1","69.6","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
001","","35","3.314","2.9","57.1","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
630","","11","3.545","27.3","54.5","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Women's Hlth-Physician Asstnts","Course Total","","46","3.370","8.7","56.5","34.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","640
001","","33","3.212","3.0","51.5","30.3","15.2",".",".",".",".",".",".",".",".",".",".",".","."
"","640
002","","9","3.167",".","66.7","11.1","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"Clinical Pharmacology I","Course Total","","42","3.202","2.4","54.8","26.2","14.3","2.4",".",".",".",".",".",".",".",".",".",".","."
"","001
650","","33","3.394","15.2","48.5","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","650
002","","9","3.278",".","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Diagnostic Methods I","Course Total","","42","3.369","11.9","50.0","38.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","717
001","","49","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","717
002","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Professional Smnr & Capstone I","Course Total","","59","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","729
001","","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","729
002","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Preceptor: Surgery","Course Total","","22","3.886","77.3","22.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Precptrshp: Fam Med","739
001","","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","749
001","","18","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","749
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Phy Asst Precptrshp: Int Med","Course Total","","21","3.810","71.4","19.0","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","759
001","","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","759
002","","6","3.800","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","16.7","."
"Phys Asst Precptrshp: Emrg Med","Course Total","","18","3.794","61.1","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".","5.6","."
"PHY ASST
750","Dept. Total","","484","3.627","17.1","29.1","13.0","1.4","0.2",".",".",".",".","38.8",".",".",".",".","0.2","."
