"","920
042","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
043","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
046","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Diagnostic Radiol Clerk-CSC","Course Total","","9","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"RADIOL
832","Dept. Total","","91","3.538","39.6","23.1","35.2","2.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","4","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","3","3.667","66.7",".","33.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","47","3.415","29.8","25.5","42.6","2.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","37","3.611","43.2","24.3","29.7","2.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","87","3.516","36.8","24.1","36.8","2.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","91","3.538","39.6","23.1","35.2","2.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
