"PHYSICAL THERAPY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Cardiovasc&Pulmonry Treatmt","523
001","","40","3.863","72.5","27.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundatns-PT Exam,Eval,Diagnos","527
001","","40","3.838","70.0","27.5","2.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","539
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","539
002","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"PT Educ&Lifespan Learning Iss","Course Total","","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","541
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","541
002","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Culture&Diversity in Hlth Care","Course Total","","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin: Tissue Mech & Adaptatns","001
627","","42","3.610","33.3","52.4","11.9",".",".",".",".","2.4",".",".",".",".",".",".",".","."
"Motor Control Dysfunction I","635
001","","40","3.638","27.5","72.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641
001","","41","",".",".",".",".",".",".",".","2.4",".","97.6",".",".",".",".",".","."
"","642
001","","6","3.722","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","642
004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Practicum","Course Total","","7","3.792","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Medicine I","664
001","","40","3.513","20.0","62.5","17.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskeletal Dysfunction I","676
001","","40","3.463","12.5","67.5","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Internship IV","703
001","","39","",".",".",".",".",".",".",".",".",".","97.4",".",".",".",".",".","."
"","799
035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
036","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
039","","11","4.000","81.8",".",".",".",".",".",".",".",".",".",".",".",".",".","18.2","."
"Independent Study","Course Total","","33","4.000","93.9",".",".",".",".",".",".",".",".",".",".",".",".",".","6.1","."
"PHY THER
745","Dept. Total","","442","3.671","47.7","28.5","5.0",".",".",".",".","0.5",".","17.6",".",".",".",".","0.5","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Junior","","","4","3.583","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","7","3.792","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special","","","2","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 1","","","165","3.679","58.8","33.3","7.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","","224","3.663","47.8","29.9","3.6",".",".",".",".",".",".","17.9",".",".",".",".","0.9","."
"Prof Yr 3","","","39","",".",".",".",".",".",".",".",".",".","97.4",".",".",".",".",".","."
"Prof Yr 4","","","4","3.538","25.0","75.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","","432","3.669","47.5","28.9","4.9",".",".",".",".",".",".","18.1",".",".",".",".","0.5","."
"","Dept. Total","","442","3.671","47.7","28.5","5.0",".",".",".",".","0.5",".","17.6",".",".",".",".","0.5","."
