"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"625
Toxicology I","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","102","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","169","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","179","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","180","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","183","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","190","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","195","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","200","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","204","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","205","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","212","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","214","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","215","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","216","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","217","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","218","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","227","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","229","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","230","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","231","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","232","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","236","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","241","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","242","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","244","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","247","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","248","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","249","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","250","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","251","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","260","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","261","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","89","3.969","97.8",".","1.1",".","1.1",".",".",".",".",".",".",".",".",".",".","."
"812","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"812","081","","28","3.357","28.6","21.4","46.4",".","3.6",".",".",".",".",".",".",".",".",".",".","."
"812","082","","30","3.407","30.0","16.7","40.0","3.3",".",".",".",".",".",".",".",".",".",".",".","10.0"
"Prin Int Med-Basic Clrkship","Course Total","","60","3.379","28.3","20.0","43.3","1.7","1.7",".",".",".",".",".",".",".",".",".",".","5.0"
"910","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
