"Third Year Anesthesia","Course Total","","56","3.366","23.2","28.6","46.4","1.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","920
041","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
042","","6","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Clin Anesthes Clerkship-CSC","Course Total","","9","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"ANESTHES
148","Dept. Total","","67","3.536","35.8","23.9","38.8","1.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","2","3.250",".","50.0","50.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","39","3.410","28.2","25.6","46.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","24","3.667","45.8","20.8","29.2","4.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","65","3.520","33.8","24.6","40.0","1.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","67","3.536","35.8","23.9","38.8","1.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
