"PHARMACEUTICAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","",""
"401
Survey of Pharmacology","001","","191","3.429","44.0","21.5","19.9","7.9","5.8","1.0",".",".",".",".",".",".",".",".",".","."
"420
Intro-Drug Action&Delivry I","001","","128","3.395","28.1","35.9","26.6","5.5","3.9",".",".",".",".",".",".",".",".",".",".","."
"432
Pharmaceutical Biochemistry","001","","130","3.419","47.7","13.1","25.4","4.6","8.5","0.8",".",".",".",".",".",".",".",".",".","."
"490
Selected Topics-Pharm Sci","001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"491
Selected Topics-Pharm Sci","001","","9","4.000","88.9",".",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"521
Pharmacology I","001","","156","3.065","21.2","17.3","30.8","14.7","12.8","0.6","0.6",".",".",".",".",".","1.9",".",".","."
"540
Drug Delivery Systems","001","","135","2.956","7.4","18.5","40.7","25.9","6.7","0.7",".",".",".",".",".",".",".",".",".","."
"542
Drug Delivery System Lab II","001","","134","3.899","82.1","15.7","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"558
Lab Techniques-Pharmcol&Toxcol","001","","24","3.854","75.0","20.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"623
Pharmacology III","001","","134","3.578","37.3","42.5","18.7","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"625
Toxicology I","001","","23","3.478","43.5","8.7","47.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","087","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","21","3.967","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"766
Molecular Recognition","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"768
Pharmacokinetics","001","","8","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"780
Principles of Pharmaceut Sci","001","","16","3.233","12.5","56.3","18.8",".",".",".","6.3",".",".",".",".",".","6.3",".",".","."
"890
Chem-Biology Interface I","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"931","001","","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"931","002","","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"931","003","","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Pharmaceutical Sci Seminar","Course Total","","51","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"990","016","","8","",".",".",".",".",".",".",".","75.0",".",".",".",".",".",".","25.0","."
"990","017","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","049","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","063","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","085","","2","***","","","","","","","","","",".",".",".",".",".",".","."
