"","990
085","1","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
086","2","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
088","1","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","76","",".",".",".",".","",".","",".","",".","39.5",".",".",".","46.1","",".",".","14.5","."
"MED PHYS
621","Dept. Total","249","3.786","46.6","16.9","4.0","0.4","",".","",".","",".","13.3",".",".",".","14.1","",".",".","4.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Junior","","2","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Senior","","16","3.663","56.3","25.0","6.3","6.3","",".","",".","",".",".",".",".",".",".","",".",".","6.3","."
"Undergraduates","","20","3.730","65.0","20.0","5.0","5.0","",".","",".","",".",".",".",".",".",".","",".",".","5.0","."
"Special","","5","4.000","40.0",".",".",".","",".","",".","",".","60.0",".",".",".",".","",".",".",".","."
"Graduate","","223","3.789","44.8","17.0","4.0",".","",".","",".","",".","13.5",".",".",".","15.7","",".",".","4.9","."
"Prof Yr 4","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","249","3.786","46.6","16.9","4.0","0.4","",".","",".","",".","13.3",".",".",".","14.1","",".",".","4.8","."
