"TERM : 1132","","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2012-2013","","","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAM MED
370","Dept. Total","","40","3.827","75.0","10.0","12.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","2.5","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","5","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","5","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","35","3.810","71.4","11.4","14.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","2.9","."
"Professionals","","","35","3.810","71.4","11.4","14.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","2.9","."
"","Dept. Total","","40","3.827","75.0","10.0","12.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","2.5","."
