"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","815
006","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","31","",".",".",".",".",".",".",".","96.8",".",".",".",".",".",".",".","3.2"
"","817
001","127","1.123","7.9",".","20.5",".","3.9",".",".","10.2",".",".",".",".",".",".",".","."
"","817
002","26","1.304","15.4",".","15.4",".","3.8",".",".","7.7",".",".",".",".",".",".",".","3.8"
"Business Organizations I","Course Total","153","1.153","9.2",".","19.6",".","3.9",".",".","9.8",".",".",".",".",".",".",".","0.7"
"Family Law I","822
001","44","0.833","6.8",".","15.9",".","2.3",".",".","4.5",".",".",".",".",".",".",".","."
"Federal Jurisdiction","824
001","19","1.118","5.3",".","26.3",".",".",".",".","10.5",".",".",".",".",".",".",".","."
"Land Use Controls","830
001","8","1.250","12.5",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Remedies","839
001","21","1.381","14.3",".","23.8",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Pre-Trial Advocacy","849
001","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","850
001","29","1.679","13.8",".","31.0",".","6.9",".",".","3.4",".",".",".",".",".",".",".","."
"","850
002","25","1.000","12.0",".","12.0",".","4.0",".",".","8.0",".",".",".",".",".",".",".","."
"","003
850","42","1.100","11.9",".","16.7",".","2.4","2.4",".","4.8",".",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","96","1.253","12.5",".","19.8",".","4.2","1.0",".","5.2",".",".",".",".",".",".",".","."
"","852
001","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
002","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
003","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
004","23","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","43","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
002","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
003","35","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
004","6","",".",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","33.3"
"","854
005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
006","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
008","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
009","13","",".",".",".",".",".",".",".","92.3",".",".",".",".",".",".",".","7.7"
"","854
010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
011","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
012","19","",".",".",".",".",".",".",".","78.9",".",".",".",".",".",".",".","21.1"
"","854
013","24","",".",".",".",".",".",".",".","70.8","4.2",".",".",".","4.2",".",".","20.8"
"","854
014","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
015","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
016","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
017","18","",".",".",".",".",".",".",".","88.9","5.6",".",".",".",".",".",".","5.6"
"","854
019","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
020","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
021","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
022","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
023","6","",".",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","50.0"
"","854
024","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Program","Course Total","223","",".",".",".",".",".",".",".","89.2","0.9",".",".",".","0.4",".",".","9.4"
"Advanced Criminal Procedure","860
001","19","",".",".",".",".",".",".",".","78.9",".",".",".",".",".",".",".","21.1"
