"TERM : 1132","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2012-2013","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"678","","","","","","","","","","","","","","","",""
"","919
041
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"","919
042
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"","919
043
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Individualized 4th Yr Clerk","Course Total
3","***","","","","","","","","","","","","","",""
"678","3
Dept. Total","4.000","66.7",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
33.3
."
"February 14, 2013","","","","","","","","","","","","","","","","Page 355 of 403"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
