"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"958","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Medicine-Green Bay","Course Total","","5","***","","","","","","","","","","","","","","","",""
"960","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"960","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"960","041","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"960","042","","7","3.643","28.6","71.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"960","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"960","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"960","046","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clerkshp-CSC","Course Total","","24","3.722","41.7","58.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"961
Endocrin/Diabetes Clrk-Milw","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Endocrinology Clerkship-CSC","Course Total","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"965","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"965","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"965","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gastroenterology Clerk-CSC","Course Total","","3","***","","","","","","","","","","","","","","","",""
"971","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"971","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"971","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Infect Disease Clerkshp-CSC","Course Total","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"974
Infect Disease Clerk-Milw","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"976","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"976","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"976","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"976","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"976","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"976","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"976","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"976","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cl Nephrology Clerk-CSC/VAH","Course Total","","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"981","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"981","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"981","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pulmonary Disease Clerk-CSC","Course Total","","4","***","","","","","","","","","","","","","","","",""
"988","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"988","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"988","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Elect Rheumtol-CSC/VAH","Course Total","","3","***","","","","","","","","","","","","","","","",""
