"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","",""
"Introduction to the City","305","001","","14","3.679","57.1","28.6","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"The Real Estate Process","306","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Urban & Regional Economics","420","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemp Topics-Urb & Reg Pl","590","001","","18","3.689","38.9","61.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Apps of GIS in Planning","622","001","","12","3.375","41.7","16.7","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"Energy Economics","671","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Food Systems & Marketplaces","711","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Water Res Mgt Pract Plan Smr I","717","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Methods-Planning Analysis","721","001","","23","3.478","26.1","43.5","30.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Planning","741","001","","25","3.620","52.0","24.0","20.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Energy Analysis & Policy","809","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsrce Pol Iss:Regional&Natl","821","001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Land Use Policy & Planning","843","001","","19","3.500","15.8","68.4","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Water Resrce Inst&Policies","865","001","","21","3.762","57.1","38.1","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Management","878","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Planning Workshop","912","001","","25","3.860","80.0","12.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Regional Design Workshop","920","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Political Sociology","924","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr:Trends&Iss-Public Plan","969","001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","4","***","","","","","","","","","","","","","","","",""
"","999","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","018","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","","Course Total","","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
