"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGR","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","","",""
"Clinical Medicine I","601
001","","37","3.405","10.8","64.9","18.9","5.4",".",".",".",".",".",".",".",".",".",".",".","."
"","610
001","","28","3.875","78.6","17.9","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","610
002","","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinic Prevnt & Commnty Prac I","Course Total","","38","3.855","73.7","23.7","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","617
001","","28","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","617
002","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Professional Seminar II","Course Total","","37","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Advanced Patient Evaluation I","620
001","","37","3.743","56.8","37.8","2.7","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"","630
001","","28","3.393","10.7","67.9","14.3","3.6","3.6",".",".",".",".",".",".",".",".",".",".","."
"","630
002","","9","3.444","11.1","66.7","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Women's Hlth-Physician Asstnts","Course Total","","37","3.405","10.8","67.6","16.2","2.7","2.7",".",".",".",".",".",".",".",".",".",".","."
"","640
001","","27","3.537","29.6","51.9","14.8","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","640
002","","10","3.150","10.0","30.0","50.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Clinical Pharmacology I","Course Total","","37","3.432","24.3","45.9","24.3","2.7","2.7",".",".",".",".",".",".",".",".",".",".","."
"","650
001","","27","3.481","14.8","66.7","18.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","650
002","","10","3.150",".","60.0","20.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Diagnostic Methods I","Course Total","","37","3.392","10.8","64.9","18.9","2.7","2.7",".",".",".",".",".",".",".",".",".",".","."
"","717
001","","26","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","717
002","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Professional Smnr & Capstone I","Course Total","","32","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","729
001","","12","3.727","41.7","50.0",".",".",".",".",".",".",".",".",".",".",".",".","8.3","."
"","729
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Phy Asst Preceptor: Surgery","Course Total","","16","3.800","56.3","37.5",".",".",".",".",".",".",".",".",".",".",".",".","6.3","."
"","001
739","","13","3.769","69.2","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","739
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Phy Asst Precptrshp: Fam Med","Course Total","","15","3.800","73.3","20.0",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","749
001","","14","3.714","57.1","35.7",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","749
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Phy Asst Precptrshp: Int Med","Course Total","","19","3.737","57.9","36.8",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","759
001","","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","759
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Phys Asst Precptrshp: Emrg Med","Course Total","","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"PHY ASST
750","Dept. Total","","356","3.635","31.2","37.4","8.7","2.2","0.8",".",".",".",".","19.4",".",".",".",".","0.3","."
