"","991
057","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
062","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","26","",".",".",".",".",".",".",".","69.2",".",".",".","26.9",".",".","3.8","."
"NUTR SCI
694","Dept. Total","1701","3.116","24.0","22.1","22.5","10.6","10.4","2.5","0.4","2.2",".","4.2",".","0.5","0.3","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","408","2.889","9.3","26.0","28.7","15.2","15.9","4.2","0.5",".",".","0.2",".",".",".",".",".","."
"Sophomore","","370","3.052","17.3","23.5","25.1","14.9","11.1","2.7",".",".",".","5.1",".",".",".","0.3",".","."
"Junior","","327","3.134","23.9","21.7","24.5","10.4","11.0","1.8","0.6",".",".","6.1",".",".",".",".",".","."
"Senior","","509","3.333","39.7","21.0","17.1","5.9","6.5","2.0","0.4","0.4",".","5.3",".","0.4","1.0","0.2",".","."
"Undergraduates","","1614","3.109","23.7","23.0","23.4","11.2","10.8","2.7","0.4","0.1",".","4.2",".","0.1","0.3","0.1",".","."
"Special","","13","3.364","38.5","15.4","15.4",".","15.4",".",".",".",".","15.4",".",".",".",".",".","."
"Graduate","","69","3.845","29.0","4.3","2.9",".",".",".",".","50.7",".","1.4",".","10.1",".",".","1.4","."
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","2","3.250","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","4.000","50.0",".",".",".",".",".",".",".",".","50.0",".",".",".",".",".","."
"Professionals","","5","3.455","40.0",".","40.0",".",".",".",".",".",".","20.0",".",".",".",".",".","."
"","Dept. Total","1701","3.116","24.0","22.1","22.5","10.6","10.4","2.5","0.4","2.2",".","4.2",".","0.5","0.3","0.1","0.1","."
