"","699
292","","2","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
294","","2","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
298","","2","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","","7","3.941","85.7","14.3","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"OPHTHALM
702","Dept. Total","","7","3.941","85.7","14.3","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","4","3.909","75.0","25.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","6","3.938","83.3","16.7","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","7","3.941","85.7","14.3","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
