"TERM : 1132","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2012-2013","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY
936","Dept. Total","105","3.963","76.2","4.8","1.0",".","",".","",".","",".","4.8","",".",".","",".","",".","",".",".","13.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","7","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","12","3.940","66.7","8.3",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","25.0","."
"Senior","","28","4.000","60.7",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","39.3","."
"Undergraduates","","47","3.982","68.1","2.1",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","29.8","."
"Graduate","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","4","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","53","3.951","81.1","7.5","1.9",".","",".","",".","",".","9.4","",".",".","",".","",".","",".",".",".","."
"Professionals","","57","3.953","82.5","7.0","1.8",".","",".","",".","",".","8.8","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","105","3.963","76.2","4.8","1.0",".","",".","",".","",".","4.8","",".",".","",".","",".","",".",".","13.3","."
