"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"PEDIATRICS","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","",""
"Hematol-Oncology Clerk-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"966","006","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"966","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"966","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"966","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Sports Med-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"990
Research","070","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"PEDIAT
708","Dept. Total","88","3.743","78.4","12.5","4.5","4.5","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
