"","920
042","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
043","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
044","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Anesthes Clerkship-CSC","Course Total","","8","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"ANESTHES
148","Dept. Total","","66","3.628","31.8","50.0","16.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.5","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","40","3.513","17.5","67.5","15.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","23","3.733","47.8","26.1","21.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","4.3","."
"Professionals","","","63","3.607","28.6","52.4","17.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.6","."
"","Dept. Total","","66","3.628","31.8","50.0","16.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.5","."
