"","699
099","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Special Problems-Neurology","Course Total","","24","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Neuroscience Core Clerkship","041
812","","11","3.500","27.3","45.5","27.3",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Rsch-Neurological Fields","990
002","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"NEUROL
676","Dept. Total","","36","3.792","77.8","13.9","8.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","9","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","13","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","24","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","11","3.500","27.3","45.5","27.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","11","3.500","27.3","45.5","27.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","36","3.792","77.8","13.9","8.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
