"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PSYCHIATRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","",""
"699","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","069","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","7","3.933","71.4","14.3",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"812
Third Year Psychiatry","042","10","3.400","10.0","60.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","044","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","2","***","","","","","","","","","","","","","","","",""
"925
Community Psy Clerk-CSC/MHC","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"946","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"946","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Child Psych Clerk-CSC","Course Total","2","***","","","","","","","","","","","","","","","",""
