"","935
043","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","935
044","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","935
045","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"St Mary's Fam Med Sub-Intrnshp","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","","",""
"FAM MED
370","Dept. Total","","69","3.940","65.2","4.3","2.9","",".","",".","",".","",".","27.5","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","6","3.912","83.3","16.7",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","6","3.912","83.3","16.7",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","6","4.000","66.7",".",".","",".","",".","",".","",".","33.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","","14","3.846","71.4","14.3","7.1","",".","",".","",".","",".","7.1","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","","13","",".",".",".","",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","6","4.000","66.7",".",".","",".","",".","",".","",".","33.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","3","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","21","3.971","90.5",".","4.8","",".","",".","",".","",".","4.8","",".",".","",".","",".","",".",".",".","."
"Professionals","","","43","3.978","60.5",".","2.3","",".","",".","",".","",".","37.2","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","69","3.940","65.2","4.3","2.9","",".","",".","",".","",".","27.5","",".",".","",".","",".","",".",".",".","."
