"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"719","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Field Stdy-Clinic Nsg","Course Total","","3","***","","","","","","","","","","","","","","","",""
"733
Birth&The Postbirth Period","001","","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"746","001","","8","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"746","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intrdis Care-Chld/Chron Illnss","Course Total","","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"747","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","024","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"747","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-A Functional Area","Course Total","","12","4.000","8.3",".",".",".",".",".",".","91.7",".",".",".",".",".",".",".","."
"753
Adv Prac Nurs-Com Mentl Disord","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"798","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"798","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","038","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"798","042","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"798","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research Practicum","Course Total","","15","4.000","26.7",".",".",".",".",".",".","73.3",".",".",".",".",".",".",".","."
"799","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","4","***","","","","","","","","","","","","","","","",""
"803
Adv Rsch Design & Methods I","001","","8","3.625","25.0","75.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"811
Advanced Pathophysiology","001","","28","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"815
Knowledge Developmt in Nursing","001","","9","3.500","33.3","44.4","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"816
Proseminar in Nursing Research","001","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"880
Prevention Science","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis Research","Course Total","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"999","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","016","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","018","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","","Page 391 of 410",""
