"","946
041","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","946
042","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","946
043","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Child Psych Clerk-CSC","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","","",""
"PSYCHIAT
814","Dept. Total","","90","3.434","24.4","44.4","26.7","3.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.1"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","76","3.362","13.2","51.3","30.3","3.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.3"
"Prof Yr 4","","","10","3.833","80.0","10.0","10.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","87","3.420","21.8","46.0","27.6","3.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.1"
"","Dept. Total","","90","3.434","24.4","44.4","26.7","3.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.1"
