"TERM : 1102","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2009-2010","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - VET MED","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","","",""
"MED SC-V
623","Dept. Total","586","3.409","31.1","5.8","13.8","0.7","1.9","0.2","",".","46.4","",".",".","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","5","3.850","80.0","20.0",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","2","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","7","3.885","85.7","14.3",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","36","4.000","16.7",".",".",".",".",".","",".","83.3","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","18","4.000","38.9",".",".",".",".",".","",".","61.1","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","274","3.242","14.2","12.0","29.6","1.5","4.0",".","",".","38.3","",".",".","",".","",".","0.4",".",".","."
"Prof Yr 4","","331","3.975","37.2",".",".",".",".","0.3","",".","62.5","",".",".","",".","",".",".",".",".","."
"Professionals","","659","3.403","26.6","5.0","12.3","0.6","1.7","0.2","",".","53.6","",".",".","",".","",".","0.2",".",".","."
"","Dept. Total","667","3.409","27.3","5.1","12.1","0.6","1.6","0.1","",".","52.9","",".",".","",".","",".","0.1",".",".","."
