"Orientation to Occ Ther","100
001","","31","3.984","96.8","3.2",".",".","","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Health Care: Intrdis Appr","105
001","","8","3.929","75.0","12.5",".",".","","",".",".","",".","","12.5",".","",".",".","",".","",".","",".",".","."
"Directed Study","699
004","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Special Topics","775
001","","12","3.909","83.3",".","8.3",".","","",".",".","",".","","8.3",".","",".",".","",".","",".","",".",".","."
"THER SCI
939","Dept. Total","","52","3.941","88.5","5.8","1.9","",".","",".","",".","",".","3.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","9","3.917","88.9","11.1",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","14","3.853","85.7","7.1","7.1","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","8","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","7","4.000","85.7",".",".","",".","",".","",".","",".","14.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","38","3.922","89.5","5.3","2.6","",".","",".","",".","",".","2.6","",".",".","",".","",".","",".",".",".","."
"Special","","","2","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","12","3.976","83.3","8.3",".","",".","",".","",".","",".","8.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","52","3.941","88.5","5.8","1.9","",".","",".","",".","",".","3.8","",".",".","",".","",".","",".",".",".","."
