"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"625
Toxicology I","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","171","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","174","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","180","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","183","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","184","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","186","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","190","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","200","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","206","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","207","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","214","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","215","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","216","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","217","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","218","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","219","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","224","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","227","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","229","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","230","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","231","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","232","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","233","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","234","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","235","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","43","3.947","93.0","2.3","4.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"812","081","","23","3.368","21.7","17.4","43.5",".",".",".",".",".",".",".",".",".","4.3",".","8.7","4.3"
"812","082","","25","3.300","12.0","36.0","52.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","083","","26","3.327","15.4","34.6","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prin Int Med-Basic Clrkship","Course Total","","75","3.326","16.0","29.3","49.3",".",".",".",".",".",".",".",".",".","1.3",".","2.7","1.3"
"910","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","5","***","","","","","","","","","","","","","","","",""
"914","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914","010","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"914","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"914","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
