"TERM : 1102","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2009-2010","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","",""
"NEUROSCIENCE TRAINING PRO Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"682
NEUROSCI","","","","","","","","","","","","","","","","","","","","",""
"NEUROSCI
Dept. Total
682","398","3.550","41.7","8.8","7.3","1.8","1.8","1.0","0.8","31.2","",".","4.3","",".","1.3","",".",".","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"682
NEUROSCI","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","5","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","24","3.381","62.5","4.2","12.5","8.3","4.2",".","8.3",".","",".",".","",".",".","",".",".",".","."
"Senior","182","3.546","65.9","15.4","10.4","2.2","2.7","2.2","0.5",".","",".",".","",".",".","",".",".","0.5","."
"Undergraduates","211","3.536","66.4","13.7","10.4","2.8","2.8","1.9","1.4",".","",".",".","",".",".","",".",".","0.5","."
"Special","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","166","3.629","14.5","3.0","3.0","0.6","0.6",".",".","67.5","",".","8.4","",".","2.4","",".",".",".","."
"Prof Yr 3","18","3.571","11.1","5.6","5.6",".",".",".",".","55.6","",".","16.7","",".","5.6","",".",".",".","."
"Prof Yr 4","2","",".",".",".",".",".",".",".","100.0","",".",".","",".",".","",".",".",".","."
"Professionals","20","3.571","10.0","5.0","5.0",".",".",".",".","60.0","",".","15.0","",".","5.0","",".",".",".","."
"Dept. Total","398","3.550","41.7","8.8","7.3","1.8","1.8","1.0","0.8","31.2","",".","4.3","",".","1.3","",".",".","0.3","."
