"OPHTHALMOLOGY AND VISUAL  Section","","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","",""
"699","010","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","019","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","290","3","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","292","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","293","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","297","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","299","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","10","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"910","041","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","042","3","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","","",""
"919","041","3","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","042","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Indiv 4th Yr Clin Clerkship","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","","",""
"OPHTHALM
702","Dept. Total","18","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Junior","","4","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Senior","","4","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Undergraduates","","10","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","8","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Professionals","","8","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"","Dept. Total","18","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
