"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","",""
"Gen Surg Clerkship-Meriter","Course Total","10","3.846","60.0","40.0","",".",".","",".","",".","",".",".","",".",".",".",".",".",".",".","."
"923","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"923","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"923","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clrkshp-St Mary's","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"924","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"924","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clerkship-LaCrosse","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"926","044","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"926","045","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Surgery for the Non-Surgeon","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
"929","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"929","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"929","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"929","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"929","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"929","046","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Surgery","Course Total","6","3.750","50.0","50.0","",".",".","",".","",".","",".",".","",".",".",".",".",".",".",".","."
"935
Neurosurgery Clerkship-CSC","041","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"939","041","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"939","042","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"939","043","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adt Orth-Fut Orth Clerk-CSC","Course Total","7","3.857","71.4","28.6","",".",".","",".","",".","",".",".","",".",".",".",".",".",".",".","."
"940","008","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adt Orth-Non-Orth Clerk-CSC","Course Total","6","",".",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"941","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","002","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","004","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adult Orth & Fractures-VAH","Course Total","7","3.857","71.4","28.6","",".",".","",".","",".","",".",".","",".",".",".",".",".",".",".","."
"944
Upper Extrem Ortho-Marshfld","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","007","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","008","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","041","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
