"TERM : 1102","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2009-2010","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OBSTETRICS AND GYNECOLOG Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"436
OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OBS&GYN
Dept. Total
436","125","3.431","48.8","16.0","32.0","3.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"436
OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","7","3.938","85.7","14.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","11","3.957","90.9","9.1",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","27","3.868","88.9","3.7","7.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","70","3.268","17.1","24.3","54.3","4.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","15","3.800","86.7","6.7",".","6.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","85","3.335","29.4","21.2","44.7","4.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Dept. Total","125","3.431","48.8","16.0","32.0","3.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
