"Development of Pub Health-Amer","709
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Culture&Ethcs-Body Modificatns","726
001","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Reading and Research","890
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Advanced Independent Study","999
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MED HIST
452","Dept. Total","121","3.305","37.2","28.1","13.2","9.9","5.0","4.1","",".","2.5","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","8","2.563","25.0","12.5",".","25.0","12.5","25.0","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","25","3.260","20.0","40.0","20.0","12.0","8.0",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","58","3.320","39.7","27.6","12.1","10.3","5.2","5.2","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","91","3.236","33.0","29.7","13.2","12.1","6.6","5.5","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","6","3.300","16.7","16.7","16.7","16.7",".",".","",".","33.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","16","3.717","50.0","31.3","12.5",".",".",".","",".","6.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","3","3.833","66.7",".","33.3",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","5","3.864","80.0","20.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","8","3.853","75.0","12.5","12.5",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","121","3.305","37.2","28.1","13.2","9.9","5.0","4.1","",".","2.5","",".",".","",".","",".","",".",".",".","."
