"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACEUTICAL SCIENCES","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"990","082","5","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","083","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","084","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","40","",".","",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"999","049","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","061","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","077","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","082","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","10","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".",".",".",".",".",".","."
