"Radiation Oncology-CSC","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","990
022","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
037","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Rsch in Human Cancer Bio","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H ONCOL
480","Dept. Total","","13","4.000","84.6","",".","",".","",".","",".","",".","",".","15.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","2","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","1","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","6","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","",".","",".","",".","",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","3","4.000","66.7","",".","",".","",".","",".","",".","",".","33.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","3","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","6","4.000","83.3","",".","",".","",".","",".","",".","",".","16.7","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","13","4.000","84.6","",".","",".","",".","",".","",".","",".","15.4","",".",".","",".","",".","",".",".",".","."
