"MED","","","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGRA Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","","",""
"","348
001","","28","3.500","42.9","25.0","21.4","10.7",".",".",".",".",".",".",".",".",".",".",".","."
"","348
002","","6","3.000",".","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Thry & Prac-Emergency Care","Course Total","","34","3.412","35.3","26.5","23.5","14.7",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Med-Phy Asst I","400
001","","40","3.138","15.0","40.0","27.5","12.5",".",".","5.0",".",".",".",".",".",".",".",".","."
"","420
001","","28","3.357","25.0","42.9","17.9","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","420
002","","12","3.417","8.3","66.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Patnt Eval/Prim Care I","Course Total","","40","3.375","20.0","50.0","20.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Obs & Gyn-Physician Asstnts","430
001","","25","3.340","24.0","36.0","24.0","16.0",".",".",".",".",".",".",".",".",".",".",".","."
"","629
001","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","629
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Phy Asst Surgery Preceptor","Course Total","","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","639
001","","24","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","639
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","639
003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","639
004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Phy Asst Primry Care Precpt","Course Total","","34","3.882","79.4","17.6","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","649
001","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","649
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Phy Asst Internl Med Precpt","Course Total","","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"PHY ASST
750","Dept. Total","","205","3.645","42.4","30.7","17.1","7.8","1.0",".","1.0",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","","",""
"Junior","","","12","2.389","16.7","16.7","33.3","16.7","8.3",".","8.3",".",".",".",".",".",".",".",".","."
"Senior","","","193","3.686","44.0","31.6","16.1","7.3","0.5",".","0.5",".",".",".",".",".",".",".",".","."
"Undergraduates","","","205","3.645","42.4","30.7","17.1","7.8","1.0",".","1.0",".",".",".",".",".",".",".",".","."
"","Dept. Total","","205","3.645","42.4","30.7","17.1","7.8","1.0",".","1.0",".",".",".",".",".",".",".",".","."
