"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"REHABILITATION MEDICINE","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"920","004","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","010","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","012","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","043","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Rehabilitatn Med Clerk-CSC","Course Total","6","3.813","66.7","33.3","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"923
Physical Med&Rehab-Marshfld","042","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"RHAB MED
840","Dept. Total","7","3.850","71.4","28.6","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
