"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROLOGY","Section","#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"699","015","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","093","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","094","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","095","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems-Neurology","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","","",""
"919
Individualized 4th Yr Clerk","042","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990
Rsch-Neurological Fields","001","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"NEUROL
676","Dept. Total","7","4.000","85.7","",".","",".","",".","",".","",".","",".","14.3","",".",".",".",".",".",".",".","."
