"","DEPARTMENT INSTRUCTIONAL REPORT","","","","",""
"","","","","","RUN DATE:","8/16/2017"
"","University of Wisconsin-Madison","","","","",""
"","","","","","RUN TIME:","5:43:52PM"
"","Office of the Registrar","","","","",""
"SUBJECT: LATIN AMERICAN, CARIBBEAN, AND IBERIAN STUDIES (525)","","","","","",""
"TERM: 1176","","","","","",""
"FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"LATIN AMERICAN, CARIBBEAN, AND IBERIAN STUDIES","","","","","",""
"","","","","","PAGE NUMBER:
1","OF
1"
