"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","",""
"Individualized 4th Yr Clerk","919","063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clerk-FamMed&Prac-EauClaire","922","044","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Clerk/Fam Med-St Lukes","930","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","931","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","931","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cl Mgmt-Addictv Disordr-Mad","","Course Total","2","***","","","","","","","","","","","","","","","",""
