"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - VET MED","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","","","",""
"775","015","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"775","016","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"775","020","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"775","021","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"775","026","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"775","028","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"775","029","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"775","037","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","33","4.000","3.0","",".","",".",".","",".","",".","",".","97.0",".",".",".",".",".",".",".","."
